target_rmse,target_mae
1098979.8182710595,764962.8259405346
1376266.374434125,872020.9136613001
1272216.237760205,844631.9469051175
1121673.3460281172,748621.7599655465
1159635.2525341534,791209.1809253655
1076840.9882007202,773408.2495678866
979135.1734725062,747958.8234311249
1296839.2495872998,780958.1897729158
1393805.3880064501,932203.1222636243
1102790.9354886105,817020.710880822
1327744.232249693,886752.508053451
1599817.5600634385,1052497.2348615327
1276399.9286398217,873999.4481096085
1540224.6477657056,917996.9055492453
1475163.7007959466,894954.6051642142
1461859.951288614,892771.3281434317
1855322.1644501819,1099150.6692063403
1447918.0416860622,1029731.3320424702
1121908.50946233,735831.714148382
1222575.4775487701,865491.580362375
1279620.3944139122,893140.1733546945
1478142.1738079353,959176.3550255434
1106493.6523546136,773604.0287052876
1303242.313926262,924026.370896868
1295196.389626557,908135.469307761
1260626.5080485763,897057.647405397
1248985.7582264068,824875.0956038323
1272617.246477922,898051.3228309872
1575284.305145201,895416.4471509095
1081416.7328940497,789673.0799498486
1314102.9350483054,863206.1070529053
1445126.8486646013,1004705.3019871739
1126826.2910416492,788277.6992027861
1431367.9678712138,940209.579723546
1252997.4594214037,929105.3242456695
1534834.4401380878,897979.9013419155
1684215.6245825118,1057407.134171535
1004397.1386921223,779728.8825344108
909765.0167807323,695534.283604629
1607105.987991295,1001594.3483650631
1875248.9614583259,1109365.878108827
1117911.0462269967,765340.0962398202
1129613.1688634863,844207.7476537668
1115381.6031094152,767499.6377074604
1303498.3101765944,865279.1596576653
1395021.158240488,948079.9323130257
1055973.364881708,779854.2318774934
841984.2226556435,662371.7386726784
1608904.890969483,920457.4436307647
2048384.115457545,1035280.8434330407
1707458.4937860705,847561.8824094406
1010995.1881982136,700283.906918105
1281707.1204165565,888821.3345754365
870271.9094053139,686237.3698005156
1120271.3488196924,835058.9876118287
1032310.2604316403,770802.0930514133
1621672.3587860763,961637.9810795715
1356629.2898421518,916550.4008562646
1544697.0714179354,934103.9913495423
846797.552521907,661972.1266563497
1082027.8993063099,764829.0713579243
1340134.8408072405,941109.6494190281
1116397.84200165,813886.7932926414
1035152.1711138586,714892.3200687119
1045854.1651335278,782404.8158222657
1088583.368738082,793822.7479009336
1904278.7596308594,1135568.9226507756
1203297.7311709144,764536.7064120001
1337156.524184119,794304.5907215402
1141713.8080315182,856444.1953235886
915592.4424648363,672331.8489927148
1058675.9313509443,754253.4326798576
1307654.482904577,890320.1422502331
1101520.1855837717,761367.6091417768
1204594.3960396629,910063.6695158195
1515585.3753265347,949978.3306912378
1482478.739165931,955594.2066068879
1371136.2484828206,916401.5197118027
1387935.8773268138,905289.5684006918
1152417.7875735275,796383.7376747614
1621930.6550109028,909976.6901510912
1369339.0461297655,945204.66462705
1322760.9408624226,829911.7291120787
1245972.1686150415,836927.92415791
1182013.3537812138,887806.7215623858
1055233.0734896658,744806.9592850519
1311173.813058491,857437.1154330685
1629342.8692856296,941863.7663432894
1599271.7215604375,919466.2860419869
1608827.3381344713,939731.9497946461
1045141.0575962695,788459.4715607187
1212374.9739757646,854982.509143605
1164768.2472748167,834694.7327824032
1348492.5077963215,848365.7935421789
1188540.113689635,869778.5624992886
1225927.56887573,776010.5738699163
1573143.617973379,1036986.056642215
1042086.8598135042,742834.1248284224
1461901.834171396,883310.2910064224
1060973.1820967027,781119.6268540191
